Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Zinnwald/Cínovec,Germany/Czech Republic,Late Variscan (312-315 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped granite dome,Gravity surveys detected granite cupola,Greisen,"By-product: In; Main: Li, Sn, W","Roquesite, cassiterite, trace indium in sphalerite","Li, Sn, W, Rb, Cs, In",Flat-lying greisen sheets,By-product resource,"Granite, greisen",Erzgebirge,Late Variscan granite,Apical portion of granite cupola,In: 50-150 ppm; Sn: 0.2-0.3%; W: 0.05-0.1%; Li₂O: 0.3-0.5%,Greisen-style Li-Sn-W deposit; In in greisen zones,Tin
Red Dog,USA,Mississippian (340-360 Ma),Sedimentary-exhalative,ASTER/Landsat mapped shale sequence,EM surveys mapped massive sulfides; gravity detected dense bodies,SEDEX,"By-product: In; Main: Zn, Pb",Trace indium in sphalerite,"Zn, Pb, Ag, Sb, In","Stratiform, massive",By-product resource,"Black shale, chert",Brooks Range,Mississippian Kuna Formation,Synsedimentary exhalative,In: 10-40 ppm in sphalerite; Zn: 15-20%; Pb: 4-6%,World-class SEDEX deposit; low In content,Tin
Huanzala,Peru,Cretaceous (90-120 Ma),Skarn,ASTER/Landsat mapped carbonate sequence,IP surveys mapped sulfide zones; magnetic data detected structures,Skarn,"By-product: In; Main: Zn, Pb",Trace indium in sphalerite,"Zn, Pb, Ag, In","Skarn bodies, veins",By-product resource,"Limestone, granodiorite",Andean Belt,Cretaceous carbonates,Contact metasomatism; replacement,In: 50-150 ppm in sphalerite; Zn: 8-12%; Pb: 2-4%; Ag: 50-100 g/t,Zn-Pb skarn deposit; moderate In content,Tin
Morococha,Peru,Miocene (5-15 Ma),Porphyry-related,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Skarn/vein,"By-product: In; Main: Cu, Zn, Pb, Ag",Trace indium in sphalerite,"Cu, Zn, Pb, Ag, In","Skarn bodies, veins",By-product resource,"Limestone, granodiorite",Andean Belt,Cretaceous carbonates,Contact metasomatism; replacement,In: 40-120 ppm in sphalerite; Cu: 1-3%; Zn: 3-6%; Pb: 1-3%,Complex porphyry-related polymetallic deposit,Tin
Achmmach,Morocco,Permian-Triassic (240-260 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Greisen/vein,By-product: In; Main: Sn,"Cassiterite, stannite, trace indium in sulfides","Sn, W, In",Vein systems,By-product resource,"Granite, schist",High Atlas,Hercynian basement,Structurally controlled veins,In: 20-80 ppm in sulfides; Sn: 0.5-1.0%; W: 0.05-0.1%,Tin vein system; modest In content,Tin
Rammelsberg,Germany,Devonian (380-390 Ma),Sedimentary-exhalative,ASTER/Landsat mapped sedimentary sequence,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Zn, Pb, Cu",Trace indium in sphalerite,"Zn, Pb, Cu, Ag, In, Cd","Stratiform, massive",Historic producer,"Shale, limestone",Rhenish Massif,Devonian sediments,Synsedimentary exhalative,In: 20-80 ppm in sphalerite; Zn: 14-22%; Pb: 6-10%; Cu: 1-2%,Classic SEDEX deposit; now exhausted,Tin
Aznalcóllar,Spain,Carboniferous (330-360 Ma),Volcanogenic massive sulfide,ASTER/Landsat mapped volcanic sequence,EM surveys mapped conductive zones; gravity detected dense bodies,VMS,"By-product: In; Main: Zn, Pb, Cu, Ag",Trace indium in sphalerite,"Zn, Pb, Cu, Ag, In, Cd","Massive, stratiform",By-product resource,"Volcanic rocks, black shale",Iberian Pyrite Belt,Volcanic-Sedimentary Complex,Seafloor hydrothermal activity,In: 30-100 ppm in sphalerite; Zn: 3-8%; Pb: 1.5-4%; Cu: 0.5-2.0%,VMS deposit; part of Iberian Pyrite Belt,Tin
Laochang,China,Jurassic (160-180 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Polymetallic vein,"By-product: In; Main: Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Sn, Zn, Cu, In",Vein systems,By-product resource,"Granite, metamorphic rocks",South China,Yanshanian intrusive,Structurally controlled veins,In: 100-300 ppm in sphalerite; Sn: 0.4-0.8%; Zn: 3-6%; Cu: 0.3-0.8%,Polymetallic vein system; significant In in sphalerite,Tin
Tanco,Canada,Archean (2.64 Ga),Magmatic,ASTER/Landsat detected pegmatite signature,"Radiometric surveys showed K, Cs anomalies",LCT pegmatite,"By-product: In; Main: Ta, Cs, Li","Trace indium in cassiterite, sphalerite","Li, Cs, Rb, Ta, Sn","Lensoid, 1,070 m length, 1,070 m width, 100 m thick",By-product resource,Archean metavolcanics,Superior Province,Bird River greenstone belt,Fractionated pegmatite,In: 10-50 ppm in cassiterite; Ta₂O₅: 0.2-0.3%; Cs₂O: 0.02-0.3%; Li₂O: 0.6-1.4%,"Highly zoned, fractionated pegmatite; minor In",Tin
McArthur River,Australia,Paleoproterozoic (1.64 Ga),Sedimentary-exhalative,ASTER/Landsat mapped pyritic shale sequence,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Zn, Pb, Ag",Trace indium in sphalerite,"Zn, Pb, Ag, In, Cd, Ge","Stratiform, massive",By-product resource,"Pyritic shale, dolomitic siltstone",McArthur Basin,HYC Pyritic Shale,Synsedimentary exhalative,In: 20-60 ppm in sphalerite; Zn: 10-15%; Pb: 5-6%,Major SEDEX deposit; low-moderate In content,Tin
Cerro Lindo,Peru,Cretaceous (130-140 Ma),Volcanogenic massive sulfide,ASTER/Landsat mapped volcanic sequence,EM surveys mapped conductive zones; gravity detected dense bodies,VMS,"By-product: In; Main: Zn, Cu, Pb, Ag",Trace indium in sphalerite,"Zn, Cu, Pb, Ag, In","Massive, lens-shaped",By-product resource,Volcanic rocks,Andean Belt,Lower Cretaceous volcanics,Seafloor hydrothermal activity,In: 30-100 ppm in sphalerite; Zn: 3-5%; Cu: 0.8-1.0%; Pb: 0.3-0.5%,VMS deposit in Andean belt; moderate In content,Tin
Rosh Pinah,Namibia,Neoproterozoic (740-760 Ma),Sedimentary-exhalative,ASTER/Landsat mapped sedimentary sequence,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Zn, Pb",Trace indium in sphalerite,"Zn, Pb, Ag, Cu, In","Stratiform, massive",By-product resource,Volcanic-sedimentary rocks,Pan-African,Rosh Pinah Formation,Synsedimentary exhalative,In: 20-60 ppm in sphalerite; Zn: 7-10%; Pb: 1.5-3.0%,SEDEX deposit; low-moderate In content,Tin
Meng'entaolegai,China,Permian (250-280 Ma),Skarn,ASTER/Landsat mapped contact zone,Magnetic surveys detected skarn bodies; IP mapped mineralization,Skarn,"By-product: In; Main: Sn, Zn","Cassiterite, stannite, trace indium in sphalerite","Sn, Zn, Cu, In, W",Skarn bodies,By-product resource,"Limestone, granite",Inner Mongolia,Permian carbonates,Contact metasomatism,In: 100-300 ppm in sphalerite; Sn: 0.3-0.6%; Zn: 2-5%; Cu: 0.2-0.5%,Complex Sn-Zn skarn deposit; significant In,Tin
Mount Garnet,Australia,Permian-Triassic (230-260 Ma),Skarn,ASTER/Landsat mapped contact zone,Magnetic surveys detected skarn bodies; IP mapped mineralization,Skarn,"By-product: In; Main: Zn, Cu",Trace indium in sphalerite,"Zn, Cu, In",Skarn bodies,Historic producer,"Limestone, granite",North Queensland,Permian-Triassic carbonates,Contact metasomatism,In: 30-80 ppm in sphalerite; Zn: 10-15%; Cu: 0.5-1.5%,Zn-rich skarn; moderate In content,Tin
Abra,Australia,Paleoproterozoic (1.6-1.7 Ga),Hydrothermal,ASTER/Landsat mapped alteration zones,IP surveys mapped sulfide zones; gravity detected dense bodies,Polymetallic,"By-product: In; Main: Pb, Ag, Cu, Zn",Trace indium in sphalerite,"Pb, Ag, Cu, Zn, In","Breccia, veins",By-product resource,Sedimentary rocks,Edmund Basin,Edmund Group,Structurally controlled mineralization,In: 20-60 ppm in sphalerite; Pb: 6-10%; Ag: 50-100 g/t; Zn: 0.5-2.0%,Complex polymetallic deposit; low-moderate In,Tin
Rampura-Agucha,India,Proterozoic (1.8-2.0 Ga),Sedimentary-exhalative,ASTER/Landsat mapped gossans,IP and EM surveys mapped sulfide zones,SEDEX,"By-product: In; Main: Zn, Pb",Trace indium in sphalerite,"Zn, Pb, Ag, In, Cd","Stratiform, massive",By-product resource,"Graphitic schist, quartzite",Aravalli-Delhi Belt,Proterozoic metamorphics,Metamorphosed SEDEX,In: 10-40 ppm in sphalerite; Zn: 12-16%; Pb: 1.8-2.0%,Major metamorphosed SEDEX deposit; low In content,Tin
